f0,f1,f2,f3,f4,f5,f6,f7,success
0.7362,0.8067,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7362,0.8067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7362,0.8900,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7362,0.8900,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7987,0.8900,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7987,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7987,0.9733,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.2675,0.3517,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.3300,0.3517,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.3300,0.3517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.3300,0.4350,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3300,0.4350,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.3925,0.4350,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.3925,0.4350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.3925,0.5183,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3925,0.5183,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4550,0.5183,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4550,0.5183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.4550,0.6017,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4550,0.6017,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5175,0.6017,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5175,0.6017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5175,0.6850,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5175,0.6850,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5800,0.6850,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5800,0.6850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5800,0.7683,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5800,0.7683,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.6425,0.7683,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.6425,0.7683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.6425,0.8517,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.6425,0.8517,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7050,0.8517,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7050,0.8517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7050,0.9350,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7788,0.4133,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8413,0.4133,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8413,0.4133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.8413,0.4967,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8413,0.4967,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9038,0.4967,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9038,0.4967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9038,0.5800,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.9038,0.5800,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9663,0.5800,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9663,0.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9663,0.6633,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3400,0.2517,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4025,0.2517,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4025,0.2517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.4025,0.3350,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.6438,0.6383,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7063,0.6383,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7063,0.6383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7063,0.7217,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7063,0.7217,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7688,0.7217,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7688,0.7217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7688,0.8050,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7688,0.8050,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8313,0.8050,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8313,0.8050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8313,0.8883,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8313,0.8883,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8938,0.8883,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8938,0.8883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8938,0.9717,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.2637,0.5633,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.3262,0.5633,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.3262,0.5633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.3262,0.6467,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3262,0.6467,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.3887,0.6467,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.3887,0.6467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.3887,0.7300,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3887,0.7300,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4512,0.7300,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4512,0.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.4512,0.8133,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4512,0.8133,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5138,0.8133,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5138,0.8133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5138,0.8967,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5138,0.8967,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5763,0.8967,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5763,0.8967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5763,0.9800,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8488,0.5717,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9113,0.5717,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9113,0.5717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9113,0.6550,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.9113,0.6550,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9738,0.6550,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9738,0.6550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9738,0.7383,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4562,0.3500,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5188,0.3500,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5188,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.5188,0.4333,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5188,0.4333,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5813,0.4333,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5813,0.4333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.5813,0.5167,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5813,0.5167,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.6438,0.5167,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.6438,0.5167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.6438,0.6000,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.6438,0.6000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7063,0.6000,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7063,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7063,0.6833,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7063,0.6833,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7688,0.6833,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7688,0.6833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7688,0.7667,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7688,0.7667,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8313,0.7667,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8313,0.7667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8313,0.8500,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8313,0.8500,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8938,0.8500,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8938,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8938,0.9333,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8375,0.6483,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9000,0.6483,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9000,0.6483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9000,0.7317,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.9000,0.7317,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9625,0.7317,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9625,0.7317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9625,0.8150,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3575,0.5267,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4200,0.5267,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4200,0.5267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.4200,0.6100,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4200,0.6100,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4825,0.6100,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4825,0.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.4825,0.6933,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4825,0.6933,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5450,0.6933,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5450,0.6933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5450,0.7767,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5450,0.7767,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.6075,0.7767,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.6075,0.7767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.6075,0.8600,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.6075,0.8600,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.6700,0.8600,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.6700,0.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.6700,0.9433,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.1275,0.3967,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.1900,0.3967,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.1900,0.3967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.1900,0.4800,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.1900,0.4800,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.2525,0.4800,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.2525,0.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.2525,0.5633,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.2525,0.5633,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.3150,0.5633,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.3150,0.5633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.3150,0.6467,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3150,0.6467,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.3775,0.6467,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.3775,0.6467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.3775,0.7300,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.3775,0.7300,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4400,0.7300,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4400,0.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.4400,0.8133,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4400,0.8133,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5025,0.8133,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5025,0.8133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5025,0.8967,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5025,0.8967,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5650,0.8967,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5650,0.8967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.5650,0.9800,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5962,0.4033,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.6587,0.4033,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.6587,0.4033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.6587,0.4867,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.6587,0.4867,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7212,0.4867,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7212,0.4867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7212,0.5700,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7212,0.5700,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7837,0.5700,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7837,0.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7837,0.6533,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7837,0.6533,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8462,0.6533,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8462,0.6533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8462,0.7367,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8462,0.7367,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9087,0.7367,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9087,0.7367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9087,0.8200,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.9087,0.8200,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9712,0.8200,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9712,0.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9712,0.9033,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8137,0.5783,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8762,0.5783,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8762,0.5783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8762,0.6617,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8762,0.6617,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9387,0.6617,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9387,0.6617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9387,0.7450,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4675,0.2567,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5300,0.2567,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5300,0.2567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.5300,0.3400,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5300,0.3400,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5925,0.3400,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5925,0.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.5925,0.4233,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.5925,0.4233,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.6550,0.4233,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.6550,0.4233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.6550,0.5067,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.6550,0.5067,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7175,0.5067,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7175,0.5067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7175,0.5900,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7175,0.5900,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.7800,0.5900,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.7800,0.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.7800,0.6733,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.7800,0.6733,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.8425,0.6733,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.8425,0.6733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.8425,0.7567,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.8425,0.7567,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9050,0.7567,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9050,0.7567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9050,0.8400,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.9050,0.8400,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0
0.9675,0.8400,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.9675,0.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0
0.9675,0.9233,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4350,0.2950,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.4975,0.2950,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.4975,0.2950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.4975,0.3783,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
0.4975,0.3783,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,1
0.5600,0.3783,0.0500,0.0000,0.0000,0.0000,-0.0500,0.0000,0
0.5600,0.3783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,1
0.5600,0.4617,0.0000,0.0500,0.0000,0.0000,0.0000,-0.0500,0
